"VarName","TimeString","VarValue","Validity","Time_ms","Checksum"
"C6_ME02_FX02_VALUE","17/Nov/2023 09:10:49",5.425347E-03,1,45247382506.8981,n5IeOH
"PID_WashPump_Output_Output_Ref","17/Nov/2023 09:10:49",0,1,45247382506.8981,jovm2f
"PID_AirFlow_Output_Output_Ref","17/Nov/2023 09:10:49",0,1,45247382506.8981,YN/n6t
"C6_ME02_FX01_VALUE","17/Nov/2023 09:10:51",-0.8680556,1,45247382530.2083,xe4/WR
"C6_ME02_FX02_VALUE","17/Nov/2023 09:10:51",5.425347E-03,1,45247382530.2083,5mZpAm
"PID_WashPump_Output_Output_Ref","17/Nov/2023 09:10:51",0,1,45247382530.2083,VXEG1d
"PID_AirFlow_Output_Output_Ref","17/Nov/2023 09:10:51",0,1,45247382530.2083,R0fmIK
"C6_ME02_FX01_VALUE","17/Nov/2023 09:10:53",-0.2893519,1,45247382553.5185,a2EM1L
"C6_ME02_FX02_VALUE","17/Nov/2023 09:10:53",5.425347E-03,1,45247382553.5185,sI23rT
"PID_WashPump_Output_Output_Ref","17/Nov/2023 09:10:53",0,1,45247382553.5185,htl8gC
"PID_AirFlow_Output_Output_Ref","17/Nov/2023 09:10:53",0,1,45247382553.5185,FmhNCs
"C6_ME02_FX01_VALUE","17/Nov/2023 09:10:55",-0.2893519,1,45247382576.8403,JnPF/h
"C6_ME02_FX02_VALUE","17/Nov/2023 09:10:55",5.425347E-03,1,45247382576.8403,lE2/Mv
"PID_WashPump_Output_Output_Ref","17/Nov/2023 09:10:55",0,1,45247382576.8403,Ci3w21
"PID_AirFlow_Output_Output_Ref","17/Nov/2023 09:10:55",0,1,45247382576.8403,cXjuKd
