"VarName","TimeString","VarValue","Validity","Time_ms","Checksum"
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:34",1.320891,1,45247382343.6921,+g3uAl
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:34",14.15509,1,45247382343.6921,UQzr3Z
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:37",1.29702,1,45247382367.0139,Bfxxih
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:37",14.15509,1,45247382367.0139,IbuRjB
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:39",1.328848,1,45247382390.3125,9Ir20s
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:39",14.1522,1,45247382390.3125,AwQJez
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:41",1.344763,1,45247382413.6343,mcVIo+
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:41",14.15798,1,45247382413.6343,yA76uK
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:43",1.328848,1,45247382436.9444,T47g3a
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:43",14.1522,1,45247382436.9444,k5Lv2k
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:45",1.35272,1,45247382460.2662,jE+QcF
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:45",14.15798,1,45247382460.2662,KWUtBK
"BatchData_Phase_Step_Current","17/Nov/2023 09:10:46",8,1,45247382478.1366,7awP+M
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:47",1.344763,1,45247382483.588,boYTq5
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:47",14.15798,1,45247382483.588,tVIVBv
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:49",1.344763,1,45247382506.8981,/BmwjN
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:49",14.15798,1,45247382506.8981,Z0K+wu
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:51",1.344763,1,45247382530.2083,kDNBkx
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:51",14.15509,1,45247382530.2083,fUMkrO
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:53",1.35272,1,45247382553.5185,s6K9c+
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:53",14.15798,1,45247382553.5185,MvAlJq
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:55",1.35272,1,45247382576.8403,YnByOO
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:55",14.15798,1,45247382576.8403,1pLXKA
"BatchData_Phase_Step_Current","17/Nov/2023 09:10:56",9,1,45247382593.9005,5TVhJz
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:57",1.35272,1,45247382600.1505,Vcp6Gd
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:57",14.15509,1,45247382600.1505,Z3aGUc
"C6_ME02_LT01_VALUE","17/Nov/2023 09:10:59",1.35272,1,45247382623.4606,kZRZ2Y
"C6_ME02_AX02_VALUE","17/Nov/2023 09:10:59",14.15509,1,45247382623.4606,KprU/9
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:01",1.35272,1,45247382646.7708,uGwIZH
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:01",14.1522,1,45247382646.7708,BmqeFE
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:03",1.35272,1,45247382670.0695,nkWL/2
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:03",14.1522,1,45247382670.0695,zQ4Twu
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:05",1.344763,1,45247382693.3796,hRIYlR
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:05",14.15509,1,45247382693.3796,B8v4Rc
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:07",1.328848,1,45247382716.713,Oh0LFB
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:07",14.1522,1,45247382716.713,VvHvQS
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:07",10,1,45247382721.2616,H5vqxX
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:09",1.344763,1,45247382740.0232,uhTx20
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:09",14.1522,1,45247382740.0232,KueJeK
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:11",1.344763,1,45247382763.3449,HUCBCW
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:11",14.1522,1,45247382763.3449,GB592u
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:13",1.35272,1,45247382786.6667,8nCC3J
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:13",14.15509,1,45247382786.6667,i3wG+G
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:15",1.35272,1,45247382809.9769,yaeFAS
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:15",14.15798,1,45247382809.9769,iLONtC
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:17",1.35272,1,45247382833.2986,vu1kSU
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:17",14.16666,1,45247382833.2986,O5y3WW
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:17",11,1,45247382836.9792,/yQcGx
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:19",1.344763,1,45247382856.6204,u9YQVg
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:19",14.16956,1,45247382856.6204,v84J7u
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:21",1.35272,1,45247382879.9306,z5EMzO
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:21",14.17535,1,45247382879.9306,3IjauJ
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:23",1.35272,1,45247382903.2407,OXXQk1
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:23",14.16666,1,45247382903.2407,hnbB1/
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:25",1.344763,1,45247382926.5509,3wXMhh
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:25",14.16666,1,45247382926.5509,atakaM
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:27",1.344763,1,45247382949.8727,I4sDPo
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:27",14.16956,1,45247382949.8727,/jivU6
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:28",12,1,45247382964.2477,+QGbhc
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:29",1.328848,1,45247382973.1829,hPPD+B
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:29",14.16956,1,45247382973.1829,I86+mb
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:31",1.257234,1,45247382996.4931,bf0d4h
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:31",14.16377,1,45247382996.4931,ixfhQE
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:33",1.320891,1,45247383019.8148,nzci+X
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:33",14.16377,1,45247383019.8148,pUJRIe
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:35",1.344763,1,45247383043.1134,f4Y1Tw
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:35",14.16377,1,45247383043.1134,uxHzdV
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:37",1.344763,1,45247383066.4236,fNOK7H
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:37",14.16377,1,45247383066.4236,xtWFAq
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:37",13,1,45247383068.4375,sjeer7
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:39",1.328848,1,45247383089.7222,O24R+o
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:39",14.15798,1,45247383089.7222,79hd/9
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:41",1.35272,1,45247383113.044,6K29ft
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:41",14.15509,1,45247383113.044,e/T4vv
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:43",1.35272,1,45247383136.3657,eWDhBT
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:43",14.15798,1,45247383136.3657,RtkF5D
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:45",1.35272,1,45247383159.6759,ORAHc1
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:45",14.15798,1,45247383159.6759,7dh0VY
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:47",1.344763,1,45247383182.9861,AZWQLX
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:47",14.16377,1,45247383182.9861,e+vqOm
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:49",1.344763,1,45247383206.2847,6Apfdj
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:49",14.16956,1,45247383206.2847,WNHB1z
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:49",14,1,45247383207.3264,sAyiQy
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:51",1.344763,1,45247383229.5949,aFqVDy
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:51",14.16666,1,45247383229.5949,MTJjrj
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:53",1.344763,1,45247383252.882,TpszMr
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:53",14.16956,1,45247383252.882,vIe8Lb
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:55",1.35272,1,45247383276.169,2EWcOW
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:55",14.16956,1,45247383276.169,bj6uCe
"BatchData_Phase_Step_Current","17/Nov/2023 09:11:55",15,1,45247383276.7593,6Dh78I
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:57",1.328848,1,45247383299.4444,No8FlB
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:57",14.16666,1,45247383299.4444,wxjTaY
"C6_ME02_LT01_VALUE","17/Nov/2023 09:11:59",1.344763,1,45247383322.7199,Unti8S
"C6_ME02_AX02_VALUE","17/Nov/2023 09:11:59",14.16377,1,45247383322.7199,mQUOQf
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:01",1.344763,1,45247383346.0301,HQIrcm
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:01",14.15798,1,45247383346.0301,sHWDZf
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:03",1.344763,1,45247383369.3056,XTw91x
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:03",14.16666,1,45247383369.3056,CHlx+/
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:05",1.344763,1,45247383392.6042,0n5DXJ
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:05",14.16377,1,45247383392.6042,xyKxi8
"BatchData_Phase_Step_Current","17/Nov/2023 09:12:06",16,1,45247383404.0509,CIZyPW
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:07",1.344763,1,45247383415.9028,Fq+x7F
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:07",14.16377,1,45247383415.9028,XzrVxd
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:09",1.35272,1,45247383439.2014,IAt+yV
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:09",14.16377,1,45247383439.2014,mngz5R
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:11",1.344763,1,45247383462.4884,oq5+FG
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:11",14.16377,1,45247383462.4884,ozYYNQ
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:13",1.35272,1,45247383485.787,OIqyl7
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:13",14.16377,1,45247383485.787,5cxkW5
"BatchData_Phase_Step_Current","17/Nov/2023 09:12:14",17,1,45247383496.6551,TaWVAq
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:15",1.35272,1,45247383509.0972,YrR5WW
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:15",14.16666,1,45247383509.0972,DVF04N
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:17",1.35272,1,45247383532.419,3CeX/7
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:17",14.16377,1,45247383532.419,yGpmv8
"BatchData_Phase_Step_Current","17/Nov/2023 09:12:18",18,1,45247383542.9282,ZM7eWX
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:19",1.35272,1,45247383555.706,VFevNz
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:19",14.16377,1,45247383555.706,D9l2gX
"C6_ME02_LT01_VALUE","17/Nov/2023 09:12:21",1.344763,1,45247383579.0162,LHV/eq
"C6_ME02_AX02_VALUE","17/Nov/2023 09:12:21",14.15798,1,45247383579.0162,PUdX03
